year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Acura,ILX,Technology Package,Sedan,automatic,19vde1f70ee008913,ca,2.5,9051,gray,black,american honda motor company,22700,21250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Acura,MDX,Advance and Entertainment Packages,SUV,automatic,5fryd3h83eb011004,ca,4.9,21523,white,gray,onemain rem/m&m auto traders,39500,41500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Acura,ILX,Base,Sedan,automatic,19vde1f38ee011281,ca,4.1,12905,silver,gray,american honda motor company,19950,20400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f43cc007761,ca,3.9,43127,black,black,"ahfc/honda lease trust/hvt, inc. eot",16450,17800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f23ca002640,ca,4.1,28395,gray,black,"ahfc/honda lease trust/hvt, inc. eot",19200,20200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f23ca027165,ca,4.4,19669,black,gray,"ahfc/honda lease trust/hvt, inc. eot",19850,21600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f26ca035583,ca,3.7,21443,silver,black,"ahfc/honda lease trust/hvt, inc.",19700,20900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f8xcc014175,ca,3.7,31595,white,black,"ahfc/honda lease trust/hvt, inc. eot",18100,18900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f87cc007412,ca,4.5,37284,red,black,"ahfc/honda lease trust/hvt, inc. eot",17700,18400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f24ca004980,ca,4.2,32354,black,beige,"ahfc/honda lease trust/hvt, inc. eot",18900,20300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f48cc010509,ca,4.2,36621,gray,black,"ahfc/honda lease trust/hvt, inc. eot",16800,18200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f82cc009116,ca,3.9,43807,black,black,"ahfc/honda lease trust/hvt, inc. eot",17300,17900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f59ca015354,ca,4.7,50229,black,black,"ahfc/honda lease trust/hvt, inc. eot",19700,20500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,RDX,Technology Package,SUV,automatic,5j8tb2h51ca002472,ca,3.7,30901,white,gray,lexus of thousand oaks,23200,22500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f47cc007861,ca,4.2,13424,black,beige,"ahfc/honda lease trust/hvt, inc. eot",17950,19600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f24ca015137,ca,2.4,35604,gray,black,"ahfc/honda lease trust/hvt, inc. eot",18700,16800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,ZDX,Technology Package,Hatchback,automatic,2hnyb1h40ch500373,ca,3.6,33680,black,black,"ahfc/honda lease trust/hvt, inc. eot",28200,26600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f80cc007347,ca,4.1,30406,gray,black,"ahfc/honda lease trust/hvt, inc. eot",18150,19100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f58ca025292,ca,3.4,28151,black,black,"ahfc/honda lease trust/hvt, inc.",21900,21000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f49cc003956,ca,1.9,27906,gray,gray,ag leaseplan,17150,14000,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f64cc008869,ca,3.3,10225,white,tan,"ahfc/honda lease trust/hvt, inc. eot",20500,19400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f44cc006621,ca,4.5,23568,white,gray,"ahfc/honda lease trust/hvt, inc. eot",17450,19100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h34ch534405,ca,4.7,36533,brown,beige,desert auto trade,29300,30750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f42cc009324,ca,2.7,33771,black,beige,"ahfc/honda lease trust/hvt, inc. eot",16900,16200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f55ca013536,ca,3.7,57367,black,black,"ahfc/honda lease trust/hvt, inc. eot",19000,18000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,MDX,Technology and Entertainment Packages,SUV,automatic,2hnyd2h46ch518845,ca,4.1,37587,white,beige,trade in solutions irvine,29200,31000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f82cc003672,ca,4.6,91532,black,black,high bid trading co inc,15650,15000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h22ch514452,ca,3.6,34643,gray,black,"ahfc/honda lease trust/hvt, inc. eot",26600,27000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Acura,RDX,SH-AWD,SUV,automatic,5j8tb1h58ba002803,ca,2.5,60189,gray,black,"ahfc/honda lease trust/hvt, inc. eot",19250,18100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Acura,MDX,Base,SUV,automatic,2hnyd2h26bh545766,ca,2.8,39739,black,black,"ahfc/honda lease trust/hvt, inc. eot",24600,25250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f6xbc016232,ca,3.5,30431,black,black,"ahfc/honda lease trust/hvt, inc. eot",16350,16800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Acura,RDX,Base,SUV,automatic,5j8tb2h29aa005087,ca,2.8,80198,silver,beige,aaero sweet company,14150,14600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Acura,MDX,Base,SUV,automatic,2hnyd28859h509923,ca,4.2,100258,white,tan,nvp remarketing,18550,18250,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Acura,TL,SH-AWD,Sedan,automatic,19uua96579a005646,ca,3.8,69666,blue,beige,premium auto wholesale,16350,18200,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2009,Acura,MDX,Base,SUV,automatic,2hnyd28789h520812,ca,2.8,126411,silver,beige,farm credit leasing exchange inc,14750,13000,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2008,Acura,MDX,Base,SUV,automatic,2hnyd28478h517775,ca,2.9,85284,silver,black,prestige auto wholesale inc,16350,17500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2008,Acura,TSX,Base,Sedan,automatic,jh4cl96888c007163,ca,3.6,97982,gray,black,aaero sweet company,9100,11250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Acura,TL,Type-S,Sedan,automatic,19uua76547a046561,ca,3.5,92844,white,gray,v/m auto broker,11150,13300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd283x7h508509,ca,2.7,75670,silver,black,orange county's credit union,14650,14500,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd28267h500334,ca,3.4,135515,black,beige,lease remarketing services inc,9800,11700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd28857h523060,ca,2.3,131505,silver,black,wells fargo dealer services,13050,12400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Acura,TSX,Base,Sedan,automatic,jh4cl96847c011290,ca,2,133207,gray,black,the car exchange,6450,5500,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2007,Acura,TSX,Base,Sedan,automatic,jh4cl96977c010515,ca,2.5,105929,silver,black,onemain rem/delta dealer,8125,9700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Acura,TL,Base,Sedan,automatic,19uua66256a010179,ca,2.3,94760,silver,black,lexus of serramonte,8425,8700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Acura,TSX,Base,Sedan,automatic,jh4cl96816c004134,ca,3.3,84019,silver,gray,david wilsons ford of orange,9125,8400,Wed Dec 17 2014 13:00:00 GMT-0800 (PST)
2006,Acura,MDX,Touring,SUV,automatic,2hnyd186x6h542582,ca,2.3,145706,black,black,first credit finance,7250,5600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Acura,RSX,Base,Hatchback,automatic,jh4dc54816s005533,ca,1.9,151841,black,black,california auto finance,3625,3300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Acura,TL,Base,Sedan,automatic,19uua66206a066899,ca,3.7,87088,gray,gray,san diego sports cars,8775,10600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Acura,MDX,Touring,SUV,automatic,2hnyd18656h503379,ca,3.8,70646,gray,green,bmw of murrieta,11100,12250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Acura,TL,3.2,Sedan,automatic,19uua66265a027023,ca,2.9,117227,silver,black,time finance co,6500,7600,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2005,Acura,RSX,Base,Hatchback,automatic,jh4dc54895s009909,ca,1.9,207575,black,black,california auto exchange,1500,2500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Acura,MDX,Touring,SUV,automatic,2hnyd18975h513579,ca,2.5,134755,black,black,mercedes benz of foothill ranch,6625,6300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Acura,TL,3.2,Sedan,automatic,19uua66265a007242,ca,1.9,175649,white,beige,800 loan mart,4250,3900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Acura,TL,3.2,Sedan,automatic,19uua66245a069478,ca,3.5,129759,gray,gray,bmw of murrieta,5975,6500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Acura,TL,3.2,Sedan,automatic,19uua66225a018027,ca,2.3,156852,white,beige,lobel financial corp,4875,3600,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2004,Acura,MDX,Touring,SUV,automatic,2hnyd18624h510013,ca,3.9,288402,silver,black,stg auto group,2375,3100,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2004,Acura,TL,3.2,Sedan,automatic,19uua66254a050744,ca,4,151046,gray,gray,south coast acura,5025,5300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Acura,TL,3.2,Sedan,automatic,19uua56653a014368,ca,1.9,163419,gray,black,first credit finance,2425,1300,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2003,Acura,RSX,Type-S,Hatchback,manual,jh4dc53043c007052,ca,2,104049,black,black,california auto finance,5425,3700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Acura,TL,3.2,Sedan,automatic,19uua56663a003721,ca,2.5,117949,silver,black,west coast acceptance,3450,3700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Acura,TL,3.2,Sedan,automatic,19uua56623a089609,ca,4,150085,black,black,purple heart services inc,2750,2400,Tue Dec 23 2014 13:35:00 GMT-0800 (PST)
2003,Acura,TL,3.2,Sedan,automatic,19uua566x3a007867,ca,1.9,169168,black,black,car financial,2300,1500,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2000,Acura,TL,3.2,Sedan,automatic,19uua5668ya004716,ca,1.9,174071,gray,gray,remarketing by ge/manheim riverside,1600,1600,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2013,Acura,ILX,Premium Package,Sedan,automatic,19vde1f58de016531,ca,4.4,29989,gray,black,"ahfc/honda lease trust/hvt, inc. eot",17100,19300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Acura,MDX,SH-AWD w/Technology Package,SUV,automatic,5fryd4h49eb036816,ca,3.9,8577,white,beige,high bid trading co inc,42700,43250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h28ch510986,ca,4,35742,gray,black,skyhigh remarketing inc,26600,29000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h21ch507301,ca,3.8,40970,gray,black,reliance motors llc,25700,26000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f88cc012554,ca,4.1,31074,black,black,"ahfc/honda lease trust/hvt, inc. eot",18100,18900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Acura,MDX,Base,SUV,automatic,2hnyd28428h536055,ca,3.5,83795,gray,beige,ak international inc,16050,18000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Acura,TL,Base,Sedan,automatic,19uua66247a017478,ca,1.9,129997,white,black,onemain rem/m&m auto traders,7700,8200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd28877h532875,ca,3.6,145510,red,black,century dealer services corp,11500,11000,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2007,Acura,TL,Base,Sedan,automatic,19uua66267a040020,ca,2.8,104327,gray,beige,phillips auto brokerage,8600,10800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Acura,MDX,Touring,SUV,automatic,2hnyd18626h533455,ca,3.2,66532,silver,gray,high bid trading co inc,11050,12100,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2004,Acura,TL,3.2,Sedan,automatic,19uua66224a059806,ca,2.4,120107,gray,silver,chaser inc,6125,6800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Acura,TL,3.2,Sedan,automatic,19uua56653a083223,ca,2.8,178276,silver,black,advance,1975,2800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h37dh521651,ca,4.5,26713,gray,black,allen cadillac gmc,33700,34500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Acura,RDX,Base,SUV,automatic,5j8tb2h21ba000578,fl,3.9,70617,gray,black,audi pembroke pines,13800,14900,Fri Dec 19 2014 09:35:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f64bc017067,ga,2.9,26731,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",16450,16600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Acura,RDX,Base,SUV,automatic,5j8tb2h29ba005544,tx,3.4,53366,burgundy,gray,hopper motorplex inc,15600,14400,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2011,Acura,MDX,Base,SUV,automatic,2hnyd2h26bh513464,ga,4.1,47755,gray,black,wells fargo dealer services,23600,23200,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Acura,MDX,Base,SUV,automatic,2hnyd2h28bh546966,nj,2.8,40626,blue,tan,lester glenn ford,24200,23500,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,Acura,MDX,Base,SUV,automatic,2hnyd2h52bh500012,fl,4.3,116547,white,gray,florida auto and truck exchange inc,18200,17100,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f68bc011868,nv,3.5,41092,gray,gray,unique autos,17400,17900,Fri Dec 19 2014 11:45:00 GMT-0800 (PST)
2011,Acura,MDX,Base,SUV,automatic,2hnyd2h63bh542780,ga,3.7,21854,silver,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",28200,27600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f60bc018278,ga,2.9,34127,gray,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",16050,15200,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Acura,MDX,Base,SUV,automatic,2hnyd2h65bh543820,co,3.6,58105,blue,gray,all auto imports inc,24300,25000,Wed Dec 17 2014 11:45:00 GMT-0800 (PST)
2011,Acura,MDX,Base,SUV,automatic,2hnyd2h75bh535239,ga,3,73667,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",20500,21200,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2011,Acura,MDX,Base,SUV,automatic,2hnyd2h21bh549420,ga,4,42860,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",24100,24000,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f61bc002767,pr,4,30794,gray,black,scotiabank de puerto rico,16050,18100,Tue Dec 30 2014 11:00:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f67bc016110,pa,2.8,32933,silver,black,"ahfc/honda lease trust/hvt, inc acuras",17500,16000,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f64bc004982,pa,2.3,28233,blue,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",16450,13900,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Acura,TL,SH-AWD,Sedan,automatic,19uua9f56ba001948,pa,3.8,35411,gray,black,all state motor inc,19200,21650,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2011,Acura,MDX,Base,SUV,automatic,2hnyd2h23bh551153,nv,1.9,60166,gray,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",22500,20000,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f63bc014998,pa,2.8,28065,burgundy,beige,"ahfc/honda lease/trust/hvt, inc. eot acuras",16500,14500,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2010,Acura,TL,Base,Sedan,automatic,19uua8f26aa024581,ga,4.9,50903,gray,gray,tomlinson auto sales leasing account,15500,16900,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2010,Acura,RDX,SH-AWD,SUV,automatic,5j8tb1h27aa001694,nc,2.7,113752,gray,black,fleet lease remarketing,11950,12300,Mon Feb 09 2015 01:30:00 GMT-0800 (PST)
2010,Acura,RL,Base,Sedan,automatic,jh4kb2f67ac002658,ga,2.5,66823,silver,gray,wells fargo dealer services,20200,17300,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2010,Acura,TL,Base,Sedan,automatic,19uua8f52aa022644,nv,4.2,92607,white,beige,unique autos,14300,16100,Fri Jan 09 2015 11:45:00 GMT-0800 (PST)
2010,Acura,TSX,Base,Sedan,automatic,jh4cu2f65ac027265,ga,2.4,156011,black,black,"ahfc/honda lease trust/hvt, inc acuras",8500,8500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2009,Acura,TL,Base,Sedan,automatic,19uua86579a003230,sc,4.2,106686,black,black,andrew thomas motorcars,13050,13300,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
2009,Acura,TL,Base,Sedan,automatic,19uua86579a009318,mo,2.9,93679,black,black,car zone inc,13800,14800,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2009,Acura,TSX,Base,Sedan,automatic,jh4cu26689c016305,ca,3.5,68290,white,black,premium auto wholesale,12850,14800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Acura,TL,Base,Sedan,automatic,19uua86239a000900,sc,4.1,138290,silver,black,andrew thomas motorcars,10150,10700,Thu Dec 18 2014 10:15:00 GMT-0800 (PST)
2004,Acura,TSX,Base,Sedan,automatic,jh4cl969x4c038319,va,2.1,140437,gray,black,pohanka acura,5025,4900,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2002,Acura,TL,3.2 Type-S,Sedan,automatic,19uua56832a049524,mi,1.9,173052,black,tan,jeffs motorcars inc,2000,1900,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
1998,Acura,RL,3.5 Premium,Sedan,automatic,jh4ka9669wc800842,pa,2,1,black,gray,purple heart,2600,475,Tue Jan 27 2015 04:01:00 GMT-0800 (PST)
2014,Acura,RDX,Technology Package,SUV,automatic,5j8tb3h57el006328,ca,3.8,13745,white,beige,premium auto wholesale,30100,29500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f4xcc002069,wi,4.2,44674,blue,black,acura libertyville,16600,17600,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f87cc010357,pa,4.2,44225,silver,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",17450,16200,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f20ca023820,pa,3.5,29277,white,beige,"ahfc/honda lease trust/hvt, inc acuras",19150,18500,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f43cc004147,ga,3.4,27771,burgundy,beige,"ahfc/honda lease/trust/hvt, inc. eot acuras",17250,17100,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f23ca024783,ga,4.1,23069,gray,gray,"ahfc/honda lease/trust/hvt, inc. eot acuras",19450,20800,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h39ch548980,pa,4.1,30774,silver,black,alans autos,30200,30250,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f26ca018704,pa,3.7,45361,gray,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",18000,17300,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2003,Acura,TL,3.2,Sedan,automatic,19uua56613a007465,fl,1.9,211287,silver,black,courtesy kia of brandon,1350,1400,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f84cc007478,ca,4.4,27330,white,black,"ahfc/honda lease trust/hvt, inc. eot",18250,18800,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f43cc002107,tn,4,38214,gray,gray,wholesale inc # 2,16850,18500,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f88cc017186,hi,4.1,19781,red,black,"ahfc/honda lease trust/hvt, inc. eot",18900,17750,Tue Dec 23 2014 14:35:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f56ca017532,ca,4,29976,black,black,"ahfc/honda lease trust/hvt, inc. eot",21500,22300,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f58ca025938,ca,3.6,52039,black,beige,"ahfc/honda lease trust/hvt, inc. eot",19350,19600,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,Acura,RDX,Base,SUV,automatic,5j8tb1h26ca003696,pa,3.6,44839,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",20100,16300,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f45cc004876,il,4.4,35294,gray,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",17050,17600,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f21ca016052,pa,3.9,36470,white,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",18900,18700,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f43cc010627,nj,3.4,24651,blue,black,"ahfc/honda lease trust/hvt, inc. eot",17550,16900,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2007,Acura,TSX,Base,Sedan,automatic,jh4cl96977c009266,wa,4.2,83041,gray,gray,robert larson's hyundai,9525,12100,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2005,Acura,TL,3.2,Sedan,automatic,19uua66215a052685,nc,2.6,140464,white,gray,performance chev subaru porsche,5875,6100,Mon Dec 29 2014 09:30:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f83cc003776,nv,1.9,39373,red,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",17750,16300,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f82cc021671,nv,3.4,38652,white,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",17800,17700,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f65cc017547,ga,3.9,34894,silver,black,"ahfc/honda lease trust/hvt, inc acuras",18300,18800,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f61bc011677,nj,2.6,31084,black,brown,"ahfc/honda lease/trust/hvt, inc. eot acuras",16000,14200,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2002,Acura,RL,3.5,Sedan,automatic,jh4ka96592c000060,mo,1.9,1,black,tan,hendrick lexus kansas city,3750,1400,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
1999,Acura,TL,3.2,Sedan,automatic,19uua5643xa001218,md,2,1,silver,tan,o'donnell honda,2425,900,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2012,Acura,TL,SH-AWD w/Technology Package,Sedan,automatic,19uua9f58ca007414,nv,3.7,48311,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",21600,24000,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2013,Acura,ILX,Hybrid w/Technology Package,Sedan,automatic,19vde3f72de300122,ca,3.9,13259,gray,beige,hopkins acura,23200,18500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h32ch508305,pa,4.9,35254,white,beige,adcock brothers inc,30100,30250,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2014,Acura,MDX,SH-AWD w/Technology Package,SUV,automatic,5fryd4h47eb038810,nj,5,11799,gray,black,wheels exchange llc,41800,42000,Wed Jan 14 2015 09:30:00 GMT-0800 (PST)
2012,Acura,RDX,Base,SUV,automatic,5j8tb2h29ca001365,nc,3.5,55503,black,gray,hendrick acura,17850,18700,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
2001,Acura,RL,3.5,Sedan,automatic,jh4ka96501c000463,fl,1.9,1,black,beige,autonation toyota winter park,3325,700,Sat Feb 07 2015 00:30:00 GMT-0800 (PST)
